"repeats"	"read_count"	"num_annotations"	"num_bases"	"perc_reads"	"RPM"	"conRPM"	"ncountsRPM"	"nconRPM"
"2"	"1.688.seq2.count:82"	157382.78	82	29356	0.15103	1510.27	4091.56	18.4179268292683	0.369118380275494
"1073"	"1.688.seq1073.count:1"	24394.07	1	357	0.02341	234.09	624.89	234.09	0.374609931347917
"25"	"1.688.seq25.count:3"	13823.7	3	1074	0.01327	132.65	397.11	44.2166666666667	0.334038427639697
"589"	"1.688.seq589.count:1"	11360.43	1	358	0.0109	109.02	287.71	109.02	0.378923221299225
"1175"	"1.688.seq1175.count:1"	3843.21	1	357	0.00369	36.88	99.47	36.88	0.370765054790389
"294"	"1.688.seq294.count:1"	1716.07	1	307	0.00165	16.47	48.81	16.47	0.337430854333128
"380"	"1.688.seq380.count:1"	1048.83	1	354	0.00101	10.06	17.02	10.06	0.591069330199765
"1335"	"1.688.seq1335.count:1"	1020.94	1	354	0.00098	9.8	17.24	9.8	0.568445475638051
"558"	"1.688.seq558.count:1"	606.84	1	333	0.00058	5.82	13.68	5.82	0.425438596491228
"386"	"1.688.seq386.count:1"	557.79	1	357	0.00054	5.35	13.24	5.35	0.404078549848943
"758"	"1.688.seq758.count:1"	505.78	1	354	0.00049	4.85	33.33	4.85	0.145514551455146
"956"	"1.688.seq956.count:1"	500.33	1	359	0.00048	4.8	9.94	4.8	0.482897384305835
"1195"	"1.688.seq1195.count:1"	447.63	1	359	0.00043	4.3	9.58	4.3	0.448851774530271
"67"	"1.688.seq67.count:3"	427.66	3	1047	0.00041	4.1	6.1	1.36666666666667	0.672131147540984
"134"	"1.688.seq134.count:2"	414.42	2	716	4e-04	3.98	11.33	1.99	0.351279788172992
"4"	"1.688.seq4.count:7"	381.72	7	1785	0.00037	3.66	5.13	0.522857142857143	0.713450292397661
"813"	"1.688.seq813.count:1"	364.99	1	358	0.00035	3.5	10.7	3.5	0.327102803738318
"1199"	"1.688.seq1199.count:1"	356.13	1	352	0.00034	3.42	20.56	3.42	0.166342412451362
"790"	"1.688.seq790.count:1"	347.53	1	358	0.00033	3.33	7.64	3.33	0.43586387434555
"1300"	"1.688.seq1300.count:1"	331.22	1	353	0.00032	3.18	25.92	3.18	0.122685185185185
"282"	"1.688.seq282.count:1"	321.28	1	358	0.00031	3.08	6.34	3.08	0.485804416403786
"1154"	"1.688.seq1154.count:1"	315.45	1	331	3e-04	3.03	5.96	3.03	0.508389261744966
"320"	"1.688.seq320.count:1"	309.01	1	359	3e-04	2.97	6.53	2.97	0.454823889739663
"275"	"1.688.seq275.count:1"	289.68	1	359	0.00028	2.78	5.98	2.78	0.464882943143813
"791"	"1.688.seq791.count:1"	275.14	1	359	0.00026	2.64	5.42	2.64	0.487084870848708
"785"	"1.688.seq785.count:1"	274.05	1	354	0.00026	2.63	3.83	2.63	0.68668407310705
"169"	"1.688.seq169.count:2"	257.66	2	718	0.00025	2.47	6.41	1.235	0.385335413416537
"20"	"1.688.seq20.count:4"	255.14	4	1028	0.00024	2.45	3.99	0.6125	0.614035087719298
"1164"	"1.688.seq1164.count:1"	252.98	1	345	0.00024	2.43	4.97	2.43	0.488933601609658
"182"	"1.688.seq182.count:2"	252.15	2	698	0.00024	2.42	5.72	1.21	0.423076923076923
"222"	"1.688.seq222.count:1"	247.87	1	362	0.00024	2.38	6.12	2.38	0.388888888888889
"469"	"1.688.seq469.count:1"	230.13	1	358	0.00022	2.21	5.03	2.21	0.439363817097415
"895"	"1.688.seq895.count:1"	229.12	1	361	0.00022	2.2	5.12	2.2	0.4296875
"1165"	"1.688.seq1165.count:1"	222.96	1	350	0.00021	2.14	4.11	2.14	0.520681265206813
"49"	"1.688.seq49.count:3"	221.05	3	771	0.00021	2.12	2.41	0.706666666666667	0.879668049792531
"82"	"1.688.seq82.count:2"	219.06	2	720	0.00021	2.1	6.87	1.05	0.305676855895196
"1148"	"1.688.seq1148.count:1"	218.59	1	353	0.00021	2.1	14.19	2.1	0.147991543340381
"340"	"1.688.seq340.count:1"	218.14	1	360	0.00021	2.09	4.45	2.09	0.469662921348315
"113"	"1.688.seq113.count:2"	202.02	2	700	0.00019	1.94	2.81	0.97	0.690391459074733
"53"	"1.688.seq53.count:3"	192.83	3	768	0.00019	1.85	2.37	0.616666666666667	0.780590717299578
"1037"	"1.688.seq1037.count:1"	192.55	1	354	0.00018	1.85	3.73	1.85	0.49597855227882
"110"	"1.688.seq110.count:2"	191.08	2	714	0.00018	1.83	5.05	0.915	0.362376237623762
"52"	"1.688.seq52.count:3"	189.84	3	771	0.00018	1.82	2.44	0.606666666666667	0.745901639344262
"928"	"1.688.seq928.count:1"	174.96	1	359	0.00017	1.68	4.06	1.68	0.413793103448276
"1424"	"1.688.seq1424.count:1"	173.82	1	355	0.00017	1.67	2.45	1.67	0.681632653061224
"368"	"1.688.seq368.count:1"	169.05	1	335	0.00016	1.62	5.12	1.62	0.31640625
"815"	"1.688.seq815.count:1"	164.27	1	352	0.00016	1.58	16.48	1.58	0.095873786407767
"145"	"1.688.seq145.count:2"	164.12	2	694	0.00016	1.57	1.97	0.785	0.796954314720812
"1333"	"1.688.seq1333.count:1"	163.13	1	334	0.00016	1.57	4.45	1.57	0.352808988764045
"375"	"1.688.seq375.count:1"	162.34	1	347	0.00016	1.56	2.6	1.56	0.6
"888"	"1.688.seq888.count:1"	162.16	1	352	0.00016	1.56	10.85	1.56	0.143778801843318
"639"	"1.688.seq639.count:1"	160.84	1	351	0.00015	1.54	11.26	1.54	0.136767317939609
"16"	"1.688.seq16.count:4"	156.46	4	964	0.00015	1.5	2.8	0.375	0.535714285714286
"124"	"1.688.seq124.count:2"	153.89	2	718	0.00015	1.48	3.91	0.74	0.378516624040921
"1320"	"1.688.seq1320.count:1"	149.69	1	359	0.00014	1.44	3.13	1.44	0.460063897763578
"13"	"1.688.seq13.count:5"	144.29	5	1295	0.00014	1.38	3.6	0.276	0.383333333333333
"612"	"1.688.seq612.count:1"	143.55	1	347	0.00014	1.38	1.63	1.38	0.846625766871166
"1297"	"1.688.seq1297.count:1"	142.48	1	346	0.00014	1.37	2.55	1.37	0.537254901960784
"1091"	"1.688.seq1091.count:1"	138.64	1	358	0.00013	1.33	3.36	1.33	0.395833333333333
"1262"	"1.688.seq1262.count:1"	138.09	1	360	0.00013	1.33	2.95	1.33	0.450847457627119
"73"	"1.688.seq73.count:2"	136.76	2	718	0.00013	1.31	3.93	0.655	0.333333333333333
"9"	"1.688.seq9.count:5"	135.95	5	1285	0.00013	1.3	3.47	0.26	0.37463976945245
"985"	"1.688.seq985.count:1"	134.29	1	347	0.00013	1.29	2.1	1.29	0.614285714285714
"638"	"1.688.seq638.count:1"	133.12	1	336	0.00013	1.28	1.36	1.28	0.941176470588235
"3"	"1.688.seq3.count:7"	130.05	7	1792	0.00012	1.25	4.83	0.178571428571429	0.25879917184265
"603"	"1.688.seq603.count:1"	128.11	1	357	0.00012	1.23	1.51	1.23	0.814569536423841
"993"	"1.688.seq993.count:1"	125.77	1	355	0.00012	1.21	2.4	1.21	0.504166666666667
"1214"	"1.688.seq1214.count:1"	125.73	1	350	0.00012	1.21	1.63	1.21	0.742331288343558
"10"	"1.688.seq10.count:5"	124.26	5	1800	0.00012	1.19	4.52	0.238	0.263274336283186
"1266"	"1.688.seq1266.count:1"	123.65	1	360	0.00012	1.19	2.44	1.19	0.487704918032787
"606"	"1.688.seq606.count:1"	123.49	1	359	0.00012	1.18	2.98	1.18	0.395973154362416
"6"	"1.688.seq6.count:6"	120.68	6	2124	0.00012	1.16	5.35	0.193333333333333	0.216822429906542
"89"	"1.688.seq89.count:2"	119.38	2	716	0.00011	1.15	4.81	0.575	0.239085239085239
"1039"	"1.688.seq1039.count:1"	120.3	1	355	0.00012	1.15	8.24	1.15	0.139563106796116
"112"	"1.688.seq112.count:2"	119.09	2	720	0.00011	1.14	3.88	0.57	0.293814432989691
"272"	"1.688.seq272.count:1"	118.14	1	348	0.00011	1.13	1.37	1.13	0.824817518248175
"618"	"1.688.seq618.count:1"	117.66	1	323	0.00011	1.13	1.57	1.13	0.719745222929936
"48"	"1.688.seq48.count:3"	116.87	3	771	0.00011	1.12	5.43	0.373333333333333	0.206261510128913
"184"	"1.688.seq184.count:2"	116.98	2	706	0.00011	1.12	10.62	0.56	0.105461393596987
"303"	"1.688.seq303.count:1"	114.85	1	351	0.00011	1.1	6.22	1.1	0.176848874598071
"1186"	"1.688.seq1186.count:1"	113.09	1	361	0.00011	1.09	3.35	1.09	0.325373134328358
"54"	"1.688.seq54.count:3"	111.81	3	1074	0.00011	1.07	2.74	0.356666666666667	0.390510948905109
"57"	"1.688.seq57.count:3"	107.02	3	972	1e-04	1.03	1.61	0.343333333333333	0.639751552795031
"392"	"1.688.seq392.count:1"	107.53	1	336	1e-04	1.03	2.11	1.03	0.488151658767773
"26"	"1.688.seq26.count:3"	106.77	3	768	1e-04	1.02	2.61	0.34	0.390804597701149
"154"	"1.688.seq154.count:2"	105.62	2	716	1e-04	1.01	3.66	0.505	0.275956284153005
"348"	"1.688.seq348.count:1"	105.21	1	349	1e-04	1.01	1.77	1.01	0.570621468926554
"42"	"1.688.seq42.count:3"	103.23	3	1047	1e-04	0.99	1.85	0.33	0.535135135135135
"526"	"1.688.seq526.count:1"	103.01	1	255	1e-04	0.99	0.52	0.99	1.90384615384615
"721"	"1.688.seq721.count:1"	103.4	1	255	1e-04	0.99	0.73	0.99	1.35616438356164
"142"	"1.688.seq142.count:2"	102.01	2	512	1e-04	0.98	1.24	0.49	0.790322580645161
"246"	"1.688.seq246.count:1"	102.4	1	345	1e-04	0.98	1.89	0.98	0.518518518518518
"552"	"1.688.seq552.count:1"	102.38	1	358	1e-04	0.98	3.1	0.98	0.316129032258064
"118"	"1.688.seq118.count:2"	101	2	518	1e-04	0.97	1.38	0.485	0.702898550724638
"438"	"1.688.seq438.count:1"	100.6	1	361	1e-04	0.97	2.63	0.97	0.368821292775665
"14"	"1.688.seq14.count:4"	100.14	4	1432	1e-04	0.96	5.66	0.24	0.169611307420495
"1350"	"1.688.seq1350.count:1"	98.5	1	355	9e-05	0.95	1.07	0.95	0.88785046728972
"150"	"1.688.seq150.count:2"	97.69	2	512	9e-05	0.94	1.38	0.47	0.681159420289855
"861"	"1.688.seq861.count:1"	97.63	1	361	9e-05	0.94	2.07	0.94	0.454106280193237
"259"	"1.688.seq259.count:1"	96.78	1	355	9e-05	0.93	5.89	0.93	0.157894736842105
"328"	"1.688.seq328.count:1"	97.16	1	358	9e-05	0.93	3.02	0.93	0.30794701986755
"764"	"1.688.seq764.count:1"	96.56	1	361	9e-05	0.93	3.27	0.93	0.284403669724771
"141"	"1.688.seq141.count:2"	95.13	2	512	9e-05	0.91	1.4	0.455	0.65
"78"	"1.688.seq78.count:2"	93.82	2	702	9e-05	0.9	5.7	0.45	0.157894736842105
"191"	"1.688.seq191.count:1"	93.43	1	361	9e-05	0.9	1.74	0.9	0.517241379310345
"288"	"1.688.seq288.count:1"	93.85	1	345	9e-05	0.9	0.93	0.9	0.967741935483871
"628"	"1.688.seq628.count:1"	93.86	1	353	9e-05	0.9	4.41	0.9	0.204081632653061
"5"	"1.688.seq5.count:7"	92.85	7	2429	9e-05	0.89	2.93	0.127142857142857	0.303754266211604
"237"	"1.688.seq237.count:1"	91.51	1	361	9e-05	0.88	2.33	0.88	0.377682403433476
"550"	"1.688.seq550.count:1"	91.48	1	360	9e-05	0.88	4.25	0.88	0.207058823529412
"957"	"1.688.seq957.count:1"	92.01	1	360	9e-05	0.88	3.39	0.88	0.259587020648968
"157"	"1.688.seq157.count:2"	91.03	2	512	9e-05	0.87	1.2	0.435	0.725
"1256"	"1.688.seq1256.count:1"	91.06	1	345	9e-05	0.87	1.65	0.87	0.527272727272727
"180"	"1.688.seq180.count:2"	88.6	2	698	9e-05	0.85	1.99	0.425	0.42713567839196
"264"	"1.688.seq264.count:1"	89.01	1	257	9e-05	0.85	2	0.85	0.425
"678"	"1.688.seq678.count:1"	88.85	1	345	9e-05	0.85	1.58	0.85	0.537974683544304
"718"	"1.688.seq718.count:1"	87.14	1	360	8e-05	0.84	2.07	0.84	0.405797101449275
"1088"	"1.688.seq1088.count:1"	87.35	1	322	8e-05	0.84	1.17	0.84	0.717948717948718
"289"	"1.688.seq289.count:1"	85.18	1	348	8e-05	0.82	0.79	0.82	1.0379746835443
"418"	"1.688.seq418.count:1"	84.85	1	359	8e-05	0.81	1.59	0.81	0.509433962264151
"1376"	"1.688.seq1376.count:1"	84.73	1	352	8e-05	0.81	1.1	0.81	0.736363636363636
"126"	"1.688.seq126.count:2"	83.46	2	516	8e-05	0.8	2.93	0.4	0.273037542662116
"1278"	"1.688.seq1278.count:1"	83.35	1	361	8e-05	0.8	2.06	0.8	0.388349514563107
"15"	"1.688.seq15.count:4"	82.8	4	1444	8e-05	0.79	3.04	0.1975	0.259868421052632
"530"	"1.688.seq530.count:1"	82.45	1	345	8e-05	0.79	1.57	0.79	0.503184713375796
"874"	"1.688.seq874.count:1"	82.54	1	349	8e-05	0.79	3.14	0.79	0.251592356687898
"743"	"1.688.seq743.count:1"	81.79	1	308	8e-05	0.78	1.21	0.78	0.644628099173554
"768"	"1.688.seq768.count:1"	81.41	1	358	8e-05	0.78	2.2	0.78	0.354545454545455
"787"	"1.688.seq787.count:1"	81.47	1	361	8e-05	0.78	2.17	0.78	0.359447004608295
"12"	"1.688.seq12.count:5"	80.16	5	1795	8e-05	0.77	2.81	0.154	0.274021352313167
"560"	"1.688.seq560.count:1"	80.67	1	255	8e-05	0.77	0.67	0.77	1.14925373134328
"1060"	"1.688.seq1060.count:1"	80.57	1	349	8e-05	0.77	2.24	0.77	0.34375
"406"	"1.688.seq406.count:1"	79.31	1	348	8e-05	0.76	0.96	0.76	0.791666666666667
"759"	"1.688.seq759.count:1"	79.49	1	352	8e-05	0.76	6.31	0.76	0.120443740095087
"809"	"1.688.seq809.count:1"	78.72	1	349	8e-05	0.76	2.82	0.76	0.269503546099291
"1053"	"1.688.seq1053.count:1"	79.02	1	346	8e-05	0.76	1.66	0.76	0.457831325301205
"483"	"1.688.seq483.count:1"	78.4	1	345	8e-05	0.75	1.27	0.75	0.590551181102362
"646"	"1.688.seq646.count:1"	77.79	1	351	7e-05	0.75	2.33	0.75	0.321888412017167
"1346"	"1.688.seq1346.count:1"	77.87	1	362	7e-05	0.75	1.34	0.75	0.559701492537313
"1351"	"1.688.seq1351.count:1"	78.17	1	356	8e-05	0.75	1.75	0.75	0.428571428571429
"1421"	"1.688.seq1421.count:1"	78.52	1	253	8e-05	0.75	0.98	0.75	0.76530612244898
"34"	"1.688.seq34.count:3"	76.62	3	1077	7e-05	0.74	2.08	0.246666666666667	0.355769230769231
"96"	"1.688.seq96.count:2"	76.77	2	716	7e-05	0.74	2.38	0.37	0.310924369747899
"654"	"1.688.seq654.count:1"	77.11	1	360	7e-05	0.74	1.42	0.74	0.52112676056338
"878"	"1.688.seq878.count:1"	77.46	1	360	7e-05	0.74	3.26	0.74	0.226993865030675
"23"	"1.688.seq23.count:4"	76	4	1436	7e-05	0.73	4.47	0.1825	0.16331096196868
"95"	"1.688.seq95.count:2"	74.82	2	512	7e-05	0.72	1.52	0.36	0.473684210526316
"1306"	"1.688.seq1306.count:1"	74.99	1	353	7e-05	0.72	4.97	0.72	0.144869215291751
"1331"	"1.688.seq1331.count:1"	74.95	1	347	7e-05	0.72	1.36	0.72	0.529411764705882
"104"	"1.688.seq104.count:2"	74.33	2	722	7e-05	0.71	1.12	0.355	0.633928571428571
"314"	"1.688.seq314.count:1"	73.57	1	350	7e-05	0.71	0.94	0.71	0.75531914893617
"896"	"1.688.seq896.count:1"	74.29	1	330	7e-05	0.71	0.45	0.71	1.57777777777778
"393"	"1.688.seq393.count:1"	73.18	1	256	7e-05	0.7	0.76	0.7	0.921052631578947
"969"	"1.688.seq969.count:1"	73.17	1	353	7e-05	0.7	1.39	0.7	0.503597122302158
"40"	"1.688.seq40.count:3"	72.05	3	1074	7e-05	0.69	2.78	0.23	0.248201438848921
"167"	"1.688.seq167.count:2"	72.33	2	718	7e-05	0.69	2.76	0.345	0.25
"446"	"1.688.seq446.count:1"	71.43	1	359	7e-05	0.69	2.17	0.69	0.317972350230415
"379"	"1.688.seq379.count:1"	71	1	337	7e-05	0.68	1.06	0.68	0.641509433962264
"459"	"1.688.seq459.count:1"	70.55	1	257	7e-05	0.68	0.9	0.68	0.755555555555556
"575"	"1.688.seq575.count:1"	71.09	1	257	7e-05	0.68	0.72	0.68	0.944444444444445
"900"	"1.688.seq900.count:1"	70.48	1	359	7e-05	0.68	1.59	0.68	0.427672955974843
"8"	"1.688.seq8.count:6"	69.94	6	2094	7e-05	0.67	7.34	0.111666666666667	0.0912806539509537
"22"	"1.688.seq22.count:4"	69.8	4	1028	7e-05	0.67	2.93	0.1675	0.228668941979522
"44"	"1.688.seq44.count:3"	69.67	3	1023	7e-05	0.67	4.61	0.223333333333333	0.145336225596529
"382"	"1.688.seq382.count:1"	70.28	1	350	7e-05	0.67	1.75	0.67	0.382857142857143
"464"	"1.688.seq464.count:1"	70.02	1	357	7e-05	0.67	1.8	0.67	0.372222222222222
"772"	"1.688.seq772.count:1"	69.19	1	257	7e-05	0.66	1.2	0.66	0.55
"975"	"1.688.seq975.count:1"	69.24	1	255	7e-05	0.66	0.64	0.66	1.03125
"17"	"1.688.seq17.count:4"	67.41	4	1416	6e-05	0.65	2.98	0.1625	0.218120805369128
"21"	"1.688.seq21.count:4"	68.23	4	1424	7e-05	0.65	1.4	0.1625	0.464285714285714
"19"	"1.688.seq19.count:4"	66.4	4	1028	6e-05	0.64	3.32	0.16	0.192771084337349
"31"	"1.688.seq31.count:3"	66.62	3	777	6e-05	0.64	1.95	0.213333333333333	0.328205128205128
"234"	"1.688.seq234.count:1"	66.66	1	335	6e-05	0.64	1.55	0.64	0.412903225806452
"399"	"1.688.seq399.count:1"	66.83	1	359	6e-05	0.64	2.69	0.64	0.237918215613383
"501"	"1.688.seq501.count:1"	66.82	1	346	6e-05	0.64	0.7	0.64	0.914285714285714
"723"	"1.688.seq723.count:1"	66.81	1	359	6e-05	0.64	0.88	0.64	0.727272727272727
"1013"	"1.688.seq1013.count:1"	66.39	1	360	6e-05	0.64	2.1	0.64	0.304761904761905
"1356"	"1.688.seq1356.count:1"	66.33	1	350	6e-05	0.64	1.49	0.64	0.429530201342282
"11"	"1.688.seq11.count:5"	65.53	5	1800	6e-05	0.63	2.21	0.126	0.285067873303167
"83"	"1.688.seq83.count:2"	65.7	2	718	6e-05	0.63	1.86	0.315	0.338709677419355
"1005"	"1.688.seq1005.count:1"	65.18	1	241	6e-05	0.63	0.56	0.63	1.125
"33"	"1.688.seq33.count:3"	64.91	3	1077	6e-05	0.62	1.79	0.206666666666667	0.346368715083799
"60"	"1.688.seq60.count:3"	65.09	3	768	6e-05	0.62	2.11	0.206666666666667	0.293838862559242
"836"	"1.688.seq836.count:1"	64.88	1	348	6e-05	0.62	1.94	0.62	0.319587628865979
"1040"	"1.688.seq1040.count:1"	64.48	1	241	6e-05	0.62	0.64	0.62	0.96875
"1046"	"1.688.seq1046.count:1"	64.16	1	257	6e-05	0.62	0.69	0.62	0.898550724637681
"90"	"1.688.seq90.count:2"	63.93	2	512	6e-05	0.61	1.36	0.305	0.448529411764706
"607"	"1.688.seq607.count:1"	63.49	1	355	6e-05	0.61	1.26	0.61	0.484126984126984
"893"	"1.688.seq893.count:1"	63.82	1	357	6e-05	0.61	1.18	0.61	0.516949152542373
"1059"	"1.688.seq1059.count:1"	63.3	1	349	6e-05	0.61	1.59	0.61	0.383647798742138
"1251"	"1.688.seq1251.count:1"	63.11	1	349	6e-05	0.61	2.12	0.61	0.287735849056604
"1332"	"1.688.seq1332.count:1"	62.02	1	316	6e-05	0.6	0.54	0.6	1.11111111111111
"7"	"1.688.seq7.count:6"	61.9	6	2100	6e-05	0.59	2.82	0.0983333333333333	0.209219858156028
"66"	"1.688.seq66.count:3"	61.13	3	768	6e-05	0.59	3.17	0.196666666666667	0.186119873817035
"173"	"1.688.seq173.count:2"	61.37	2	688	6e-05	0.59	3.97	0.295	0.148614609571788
"1070"	"1.688.seq1070.count:1"	61.26	1	357	6e-05	0.59	2.15	0.59	0.274418604651163
"1169"	"1.688.seq1169.count:1"	61.69	1	348	6e-05	0.59	0.55	0.59	1.07272727272727
"1375"	"1.688.seq1375.count:1"	61.42	1	344	6e-05	0.59	1.77	0.59	0.333333333333333
"102"	"1.688.seq102.count:2"	60.34	2	720	6e-05	0.58	1.5	0.29	0.386666666666667
"175"	"1.688.seq175.count:2"	60.08	2	708	6e-05	0.58	1.54	0.29	0.376623376623377
"223"	"1.688.seq223.count:1"	60.02	1	256	6e-05	0.58	0.87	0.58	0.666666666666667
"297"	"1.688.seq297.count:1"	60.6	1	341	6e-05	0.58	2.18	0.58	0.26605504587156
"565"	"1.688.seq565.count:1"	60.31	1	348	6e-05	0.58	0.89	0.58	0.651685393258427
"643"	"1.688.seq643.count:1"	60.81	1	359	6e-05	0.58	1.7	0.58	0.341176470588235
"1293"	"1.688.seq1293.count:1"	60.11	1	359	6e-05	0.58	1.95	0.58	0.297435897435897
"132"	"1.688.seq132.count:2"	59	2	648	6e-05	0.57	1.27	0.285	0.448818897637795
"374"	"1.688.seq374.count:1"	58.89	1	351	6e-05	0.57	3.51	0.57	0.162393162393162
"432"	"1.688.seq432.count:1"	59.87	1	353	6e-05	0.57	2.21	0.57	0.257918552036199
"472"	"1.688.seq472.count:1"	59.39	1	352	6e-05	0.57	1.01	0.57	0.564356435643564
"648"	"1.688.seq648.count:1"	59.57	1	354	6e-05	0.57	4.35	0.57	0.131034482758621
"681"	"1.688.seq681.count:1"	59.42	1	338	6e-05	0.57	0.96	0.57	0.59375
"1119"	"1.688.seq1119.count:1"	59.57	1	257	6e-05	0.57	1.38	0.57	0.41304347826087
"1192"	"1.688.seq1192.count:1"	59.56	1	256	6e-05	0.57	0.8	0.57	0.7125
"1325"	"1.688.seq1325.count:1"	59.28	1	241	6e-05	0.57	0.61	0.57	0.934426229508197
"56"	"1.688.seq56.count:3"	58.06	3	774	6e-05	0.56	1.97	0.186666666666667	0.284263959390863
"344"	"1.688.seq344.count:1"	57.9	1	348	6e-05	0.56	0.89	0.56	0.629213483146068
"1250"	"1.688.seq1250.count:1"	57.43	1	256	6e-05	0.55	0.73	0.55	0.753424657534247
"1275"	"1.688.seq1275.count:1"	57.61	1	354	6e-05	0.55	5.84	0.55	0.0941780821917808
"1406"	"1.688.seq1406.count:1"	57.37	1	360	6e-05	0.55	0.99	0.55	0.555555555555556
"64"	"1.688.seq64.count:3"	56.23	3	1077	5e-05	0.54	1.44	0.18	0.375
"65"	"1.688.seq65.count:3"	56.48	3	1056	5e-05	0.54	2.46	0.18	0.219512195121951
"99"	"1.688.seq99.count:2"	56.29	2	518	5e-05	0.54	1.51	0.27	0.357615894039735
"127"	"1.688.seq127.count:2"	56.72	2	512	5e-05	0.54	1.66	0.27	0.325301204819277
"286"	"1.688.seq286.count:1"	56.61	1	347	5e-05	0.54	0.64	0.54	0.84375
"621"	"1.688.seq621.count:1"	55.9	1	355	5e-05	0.54	0.62	0.54	0.870967741935484
"1111"	"1.688.seq1111.count:1"	55.82	1	358	5e-05	0.54	1.42	0.54	0.380281690140845
"1128"	"1.688.seq1128.count:1"	55.93	1	345	5e-05	0.54	1.41	0.54	0.382978723404255
"1369"	"1.688.seq1369.count:1"	56.51	1	360	5e-05	0.54	1.01	0.54	0.534653465346535
"171"	"1.688.seq171.count:2"	54.87	2	722	5e-05	0.53	1.58	0.265	0.335443037974684
"355"	"1.688.seq355.count:1"	55.29	1	358	5e-05	0.53	1.92	0.53	0.276041666666667
"513"	"1.688.seq513.count:1"	55.51	1	259	5e-05	0.53	0.79	0.53	0.670886075949367
"1323"	"1.688.seq1323.count:1"	55.4	1	256	5e-05	0.53	0.81	0.53	0.654320987654321
"63"	"1.688.seq63.count:3"	54.51	3	1062	5e-05	0.52	2.49	0.173333333333333	0.208835341365462
"153"	"1.688.seq153.count:2"	53.76	2	512	5e-05	0.52	1.34	0.26	0.388059701492537
"165"	"1.688.seq165.count:2"	54.36	2	708	5e-05	0.52	1.96	0.26	0.26530612244898
"578"	"1.688.seq578.count:1"	54.58	1	256	5e-05	0.52	0.73	0.52	0.712328767123288
"857"	"1.688.seq857.count:1"	54.41	1	257	5e-05	0.52	0.52	0.52	1
"162"	"1.688.seq162.count:2"	53.64	2	480	5e-05	0.51	1.46	0.255	0.349315068493151
"390"	"1.688.seq390.count:1"	53.37	1	348	5e-05	0.51	1.05	0.51	0.485714285714286
"547"	"1.688.seq547.count:1"	52.89	1	350	5e-05	0.51	1.03	0.51	0.495145631067961
"740"	"1.688.seq740.count:1"	52.79	1	256	5e-05	0.51	0.66	0.51	0.772727272727273
"912"	"1.688.seq912.count:1"	52.7	1	258	5e-05	0.51	0.82	0.51	0.621951219512195
"351"	"1.688.seq351.count:1"	52.23	1	256	5e-05	0.5	0.86	0.5	0.581395348837209
"875"	"1.688.seq875.count:1"	51.98	1	356	5e-05	0.5	2.26	0.5	0.221238938053097
"877"	"1.688.seq877.count:1"	52.47	1	355	5e-05	0.5	1.06	0.5	0.471698113207547
"1065"	"1.688.seq1065.count:1"	51.85	1	354	5e-05	0.5	2.13	0.5	0.234741784037559
"1420"	"1.688.seq1420.count:1"	51.61	1	348	5e-05	0.5	0.56	0.5	0.892857142857143
"98"	"1.688.seq98.count:2"	51.12	2	716	5e-05	0.49	1.25	0.245	0.392
"307"	"1.688.seq307.count:1"	50.85	1	354	5e-05	0.49	2.54	0.49	0.192913385826772
"433"	"1.688.seq433.count:1"	51.49	1	352	5e-05	0.49	2.02	0.49	0.242574257425743
"608"	"1.688.seq608.count:1"	51.36	1	357	5e-05	0.49	1.15	0.49	0.426086956521739
"1158"	"1.688.seq1158.count:1"	51.08	1	361	5e-05	0.49	0.79	0.49	0.620253164556962
"24"	"1.688.seq24.count:3"	49.75	3	1077	5e-05	0.48	2.01	0.16	0.238805970149254
"362"	"1.688.seq362.count:1"	50.25	1	354	5e-05	0.48	1.19	0.48	0.403361344537815
"366"	"1.688.seq366.count:1"	49.91	1	347	5e-05	0.48	1.25	0.48	0.384
"563"	"1.688.seq563.count:1"	49.75	1	362	5e-05	0.48	1.44	0.48	0.333333333333333
"706"	"1.688.seq706.count:1"	49.86	1	257	5e-05	0.48	0.7	0.48	0.685714285714286
"50"	"1.688.seq50.count:3"	49.45	3	1056	5e-05	0.47	2.21	0.156666666666667	0.212669683257919
"318"	"1.688.seq318.count:1"	48.94	1	348	5e-05	0.47	0.41	0.47	1.14634146341463
"471"	"1.688.seq471.count:1"	48.96	1	359	5e-05	0.47	1.11	0.47	0.423423423423423
"1004"	"1.688.seq1004.count:1"	48.48	1	350	5e-05	0.47	1.23	0.47	0.382113821138211
"1023"	"1.688.seq1023.count:1"	48.82	1	257	5e-05	0.47	0.8	0.47	0.5875
"1330"	"1.688.seq1330.count:1"	48.76	1	346	5e-05	0.47	1.23	0.47	0.382113821138211
"1355"	"1.688.seq1355.count:1"	49.24	1	258	5e-05	0.47	0.59	0.47	0.796610169491525
"1367"	"1.688.seq1367.count:1"	48.68	1	256	5e-05	0.47	0.54	0.47	0.87037037037037
"76"	"1.688.seq76.count:2"	47.65	2	700	5e-05	0.46	0.81	0.23	0.567901234567901
"84"	"1.688.seq84.count:2"	47.82	2	718	5e-05	0.46	2.22	0.23	0.207207207207207
"100"	"1.688.seq100.count:2"	48.17	2	696	5e-05	0.46	1.88	0.23	0.24468085106383
"728"	"1.688.seq728.count:1"	47.74	1	256	5e-05	0.46	0.78	0.46	0.58974358974359
